City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
282,hay river,60.8156,-115.7999,40.98,81,40,13.8,CA,1635044254
283,banjar,-8.19,114.9675,85.91,48,90,3.38,ID,1635044255
284,asau,46.4333,26.4,42.76,66,97,0.72,RO,1635044255
285,ust-nera,64.5667,143.2,7.14,93,87,5.46,RU,1635044255
286,westport,41.1415,-73.3579,55.81,71,90,3.0,US,1635043538
287,ciudad guayana,8.3533,-62.6528,77.52,91,100,3.24,VE,1635044256
288,atikokan,48.7555,-91.6216,34.07,83,98,4.34,CA,1635044256
289,ulladulla,-35.35,150.4667,73.76,54,50,9.28,AU,1635044256
290,kulunda,52.566,78.9385,49.01,70,100,17.02,RU,1635044256
291,nandurbar,21.3667,74.25,74.61,73,1,5.84,IN,1635044257
292,bandarbeyla,9.4942,50.8122,77.85,73,46,4.27,SO,1635043746
293,elat,29.5581,34.9482,66.04,59,0,11.5,IL,1635044257
294,garden city,42.3256,-83.331,46.22,86,1,0.0,US,1635043759
295,hobyo,5.3505,48.5268,78.78,80,7,9.37,SO,1635044257
296,ekhabi,53.5102,142.9671,38.03,67,100,16.28,RU,1635044258
297,port lincoln,-34.7333,135.8667,60.69,58,13,10.69,AU,1635044016
298,tuatapere,-46.1333,167.6833,55.58,91,100,2.86,NZ,1635043694
299,impfondo,1.6381,18.0667,69.73,99,86,2.93,CG,1635044258
300,isangel,-19.55,169.2667,80.71,78,75,9.22,VU,1635043648
301,westfield,42.1251,-72.7495,53.44,76,90,1.01,US,1635043977
302,sibolga,1.7427,98.7792,78.71,85,99,0.76,ID,1635043794
303,pedernales,18.0384,-71.744,80.49,68,69,5.55,DO,1635043724
304,baykit,61.67,96.37,35.47,95,100,8.63,RU,1635044259
305,goure,13.9835,10.2704,84.02,19,13,6.73,NE,1635044259
306,kolyvan,55.3053,82.7391,46.02,73,100,19.06,RU,1635044259
307,russell,32.3502,-85.1999,55.99,62,33,1.48,US,1635044260
308,buala,-8.145,159.5921,85.66,67,45,7.29,SB,1635044260
309,wagga wagga,-35.1167,147.3667,69.6,48,40,12.66,AU,1635044260
310,vila,42.0304,-8.1588,46.33,74,0,2.91,PT,1635043836
311,bulaevo,54.9056,70.4439,45.63,84,85,12.86,KZ,1635044260
312,zalantun,48.0,122.7167,52.52,32,6,5.97,CN,1635044261
313,constitucion,-35.3333,-72.4167,50.14,88,2,13.0,CL,1635044261
314,aswan,24.0934,32.907,67.3,42,0,6.91,EG,1635043976
315,cianorte,-23.6633,-52.605,64.54,96,100,11.25,BR,1635044262
316,grand-santi,4.25,-54.3833,73.72,98,100,2.15,GF,1635044262
317,naberera,-4.2,36.9333,61.21,80,68,3.89,TZ,1635044262
318,somerset,40.5668,-74.5496,55.94,89,24,1.01,US,1635044262
319,san pedro de macoris,18.4616,-69.2972,80.49,86,21,7.83,DO,1635044263
320,makat,47.6469,53.3463,47.66,29,18,10.56,KZ,1635044263
321,sao filipe,14.8961,-24.4956,78.53,68,10,9.1,CV,1635044263
322,kramat,-8.1311,113.4499,91.54,45,66,5.19,ID,1635044264
323,severo-kurilsk,50.6789,156.125,40.75,84,67,10.92,RU,1635043734
324,buraydah,26.326,43.975,68.45,25,0,9.24,SA,1635044264
325,coihaique,-45.5752,-72.0662,42.75,75,40,4.61,CL,1635044264
326,bend,44.0582,-121.3153,47.82,84,20,4.0,US,1635043760
327,martapura,-3.4167,114.85,89.69,62,40,3.44,ID,1635044265
328,karratha,-20.7377,116.8463,92.98,21,6,18.28,AU,1635044265
329,necochea,-38.5473,-58.7368,44.6,64,0,3.24,AR,1635044265
330,kavaratti,10.5669,72.642,80.8,76,73,2.24,IN,1635044265
331,camacha,33.0833,-16.3333,66.96,64,75,6.91,PT,1635043820
332,auki,-8.7676,160.7034,86.29,67,47,5.7,SB,1635043813
333,svetlogorsk,52.6333,29.7333,36.68,93,61,10.65,BY,1635043647
334,chipinge,-20.1883,32.6236,71.15,43,2,3.31,ZW,1635044266
335,nokaneng,-19.6667,22.2667,71.62,21,7,6.17,BW,1635044266
336,havoysund,70.9963,24.6622,32.88,56,95,16.31,NO,1635044266
337,husavik,66.0449,-17.3389,30.11,96,100,3.67,IS,1635044267
338,bam,29.106,58.357,62.31,23,1,2.48,IR,1635044267
339,troitsko-pechorsk,62.7084,56.1964,28.47,80,95,1.88,RU,1635044267
340,muborak,39.2553,65.1528,49.08,39,0,7.9,UZ,1635044268
341,tshikapa,-6.4167,20.8,69.51,95,93,2.35,CD,1635044110
342,mindelo,16.8901,-24.9804,76.55,73,20,25.32,CV,1635044268
343,dawlatabad,36.4141,64.9053,49.01,34,0,3.33,AF,1635044268
344,caconda,-13.7333,15.0667,60.1,89,69,2.55,AO,1635043780
345,kruisfontein,-34.0033,24.7314,49.91,79,6,8.01,ZA,1635043808
346,torbat-e jam,35.244,60.6225,50.05,25,0,3.76,IR,1635044269
347,arlit,18.7369,7.3853,81.95,15,3,8.52,NE,1635044110
348,nizhniy tsasuchey,50.5167,115.1333,47.26,34,46,6.6,RU,1635044269
349,dutlwe,-23.9833,23.9,58.69,47,4,13.85,BW,1635043756
350,kadoma,34.7333,135.5833,63.64,50,75,3.44,JP,1635044269
351,kos,36.8933,27.2889,51.71,76,0,9.53,GR,1635044123
352,yarim,14.298,44.3779,48.38,45,7,5.1,YE,1635044270
353,sfantu gheorghe,45.8667,25.7833,41.94,79,47,4.05,RO,1635044262
354,bulgan,48.8125,103.5347,42.51,38,93,2.98,MN,1635044270
355,kharakvasla,18.4333,73.7667,72.72,68,8,2.42,IN,1635044270
356,trinidad,-14.8333,-64.9,89.83,44,28,7.23,BO,1635044271
357,bonavista,48.6499,-53.1147,56.12,100,100,7.07,CA,1635044271
358,bulungu,-4.55,18.6,70.12,99,80,2.3,CD,1635044271
359,camacupa,-12.0167,17.4833,63.82,89,100,2.93,AO,1635044272
360,hukuntsi,-24.0,21.75,55.58,63,1,11.56,BW,1635044272
361,santiago del estero,-27.7951,-64.2615,59.81,52,0,5.48,AR,1635044272
362,mecca,21.4267,39.8261,77.59,63,0,2.37,SA,1635044272
363,aitape,-3.1374,142.3475,83.26,79,100,9.24,PG,1635044273
364,lahaina,20.8783,-156.6825,78.94,79,15,11.88,US,1635044273
365,amahai,-3.3333,128.9167,82.51,75,97,3.87,ID,1635044273
366,vega de alatorre,20.0333,-96.6333,77.02,85,89,2.3,MX,1635044274
367,shenzhen,22.5455,114.0683,77.14,72,10,8.16,CN,1635044028
368,golden,39.7555,-105.2211,58.69,33,75,1.01,US,1635044274
369,dutse,11.7594,9.3392,75.63,67,56,4.63,NG,1635044274
370,miraflores,19.2167,-98.8083,65.03,95,100,4.85,MX,1635044275
371,iquique,-20.2208,-70.1431,59.04,76,20,3.47,CL,1635044275
372,sorong,-0.8833,131.25,82.51,78,100,8.05,ID,1635044275
373,sinegorye,62.0788,150.477,4.57,91,31,0.6,RU,1635044276
374,zhigalovo,54.8097,105.1578,41.68,64,24,2.8,RU,1635044276
375,west wendover,40.7391,-114.0733,45.19,78,100,4.99,US,1635044276
376,ilhabela,-23.7781,-45.3581,72.79,77,89,5.01,BR,1635044277
377,camargo,27.6667,-105.1667,72.52,21,0,6.29,MX,1635044277
378,mounana,-1.4085,13.1586,69.19,98,96,1.12,GA,1635044277
379,yeppoon,-23.1333,150.7333,89.38,69,98,11.68,AU,1635044277
380,mogadishu,2.0371,45.3438,79.14,81,11,10.58,SO,1635044278
381,valparaiso,-33.0393,-71.6273,58.64,54,0,8.05,CL,1635044098
382,alofi,-19.0595,-169.9187,78.69,50,99,19.57,NU,1635043787
383,ugoofaaru,5.6667,73.0,82.38,70,99,12.73,MV,1635044278
384,vredendal,-31.6683,18.5012,54.54,76,0,5.84,ZA,1635044279
385,izhma,65.0083,53.9113,22.1,97,31,4.41,RU,1635043833
386,fallon,39.4735,-118.7774,52.29,74,99,12.66,US,1635044279
387,rome,34.257,-85.1647,57.25,93,0,1.28,US,1635044260
388,vostok,46.4856,135.8833,47.5,43,0,8.23,RU,1635044279
389,patamundai,20.5667,86.5667,79.0,64,44,4.36,IN,1635044280
390,mackay,-21.15,149.2,91.69,55,55,12.66,AU,1635044280
391,gorontalo,0.5412,123.0595,88.47,55,79,5.48,ID,1635044280
392,chenghai,23.4632,116.768,71.51,68,75,6.71,CN,1635044280
393,sokoni,-6.4333,39.55,73.69,74,95,6.58,TZ,1635044281
394,hami,42.8,93.45,48.97,42,100,2.42,CN,1635044281
395,ahipara,-35.1667,173.1667,65.07,78,21,7.29,NZ,1635043774
396,kichera,55.9375,110.0997,36.19,77,70,2.26,RU,1635044282
397,shelui,-4.3667,34.2,74.26,51,40,6.53,TZ,1635044282
398,zacualpan,21.25,-105.1667,83.71,84,93,1.9,MX,1635044282
399,atbasar,51.8,68.3333,44.71,88,69,14.09,KZ,1635044283
400,nioro,13.35,-15.75,74.01,95,100,4.25,GM,1635043770
401,itaqui,-29.1253,-56.5531,59.92,94,75,10.47,BR,1635044283
402,mityana,0.4175,32.0228,61.05,97,56,1.41,UG,1635044283
403,kondinskoye,59.6481,67.41,37.08,84,15,12.46,RU,1635044284
404,warri,5.5167,5.75,73.47,97,97,2.93,NG,1635044284
405,forbes,-33.3833,148.0167,74.91,19,0,14.25,AU,1635044284
406,kawalu,-7.3817,108.2082,86.18,61,83,4.21,ID,1635043794
407,matay,28.419,30.7792,63.95,70,0,11.41,EG,1635044284
408,bentong,3.5181,101.9079,83.25,67,70,0.54,MY,1635044285
409,ciro marina,39.3732,17.126,59.86,86,100,12.21,IT,1635044285
410,dunedin,-45.8742,170.5036,60.8,71,84,8.99,NZ,1635044139
411,oksfjord,70.2396,22.3479,32.92,84,99,4.76,NO,1635044285
412,pacasmayo,-7.4006,-79.5714,63.55,85,78,11.12,PE,1635044286
413,kirakira,-10.4544,161.9205,86.43,69,6,12.95,SB,1635044286
414,zelenets,61.8849,50.7489,30.45,89,99,4.56,RU,1635044286
415,moberly,39.4184,-92.4382,55.44,77,100,7.0,US,1635044287
416,longyan,25.1072,117.0225,59.92,93,100,3.51,CN,1635044287
417,vardo,70.3705,31.1107,36.57,66,69,23.85,NO,1635043754
418,waterloo,43.4668,-80.5164,44.24,88,90,1.01,CA,1635044226
419,huadian,42.9633,126.7478,52.34,44,0,5.1,CN,1635044287
420,avera,33.194,-82.5271,60.71,63,0,3.02,US,1635043753
421,hofn,64.2539,-15.2082,44.85,75,100,1.81,IS,1635043730
422,plettenberg bay,-34.0527,23.3716,55.11,76,57,6.44,ZA,1635044288
423,temba,-25.3803,28.2631,65.1,27,0,5.53,ZA,1635044288
424,beringovskiy,63.05,179.3167,12.67,73,2,7.52,RU,1635043744
425,canaries,28.0,-15.5,62.56,70,75,3.0,ES,1635044288
426,utete,-7.986,38.758,72.43,88,89,0.4,TZ,1635043799
427,yanam,16.7333,82.2167,81.0,70,99,5.03,IN,1635044289
428,tarko-sale,64.9225,77.785,31.37,87,82,14.56,RU,1635044289
429,kerema,-7.9631,145.7785,83.84,72,80,8.23,PG,1635043757
430,birao,10.2849,22.7882,73.42,74,98,4.14,CF,1635044290
431,pimentel,-6.8367,-79.9342,63.32,87,55,12.91,PE,1635044290
432,kungurtug,50.5994,97.5228,35.19,49,40,1.23,RU,1635044290
433,cockburn town,21.4612,-71.1419,82.98,69,95,19.44,TC,1635044187
434,geraldton,-28.7667,114.6,82.81,39,0,10.36,AU,1635043785
435,port hardy,50.6996,-127.4199,50.0,93,20,3.44,CA,1635044291
436,coxim,-18.5067,-54.76,87.06,49,35,13.2,BR,1635044291
437,sault sainte marie,46.5168,-84.3333,44.42,81,90,3.44,CA,1635044291
438,college,64.8569,-147.8028,34.59,80,75,0.0,US,1635043530
439,otjimbingwe,-22.35,16.1333,60.84,34,0,1.99,NA,1635044292
440,maxixe,-23.8597,35.3472,72.77,90,6,9.22,MZ,1635044108
441,grand-lahou,5.1367,-5.0242,76.33,89,99,2.42,CI,1635044292
442,hamilton,39.1834,-84.5333,55.42,89,90,0.0,US,1635043515
443,panuco,22.05,-98.1667,81.03,89,25,5.21,MX,1635044292
444,vila velha,-20.3297,-40.2925,73.35,88,75,8.05,BR,1635044293
445,moose factory,51.2585,-80.6094,35.6,100,90,4.61,CA,1635044293
446,taoudenni,22.6783,-3.9836,80.17,23,0,7.96,ML,1635043464
447,kapuskasing,49.4169,-82.4331,33.8,100,75,5.75,CA,1635044293
448,yerbogachen,61.2767,108.0108,32.85,72,100,12.68,RU,1635044293
449,poiana sibiului,45.8,23.7333,29.61,71,4,4.36,RO,1635044294
450,mikhaylovka,50.06,43.2379,41.99,70,44,7.83,RU,1635044294
451,kanniyakumari,8.0833,77.5667,80.64,79,100,10.78,IN,1635044294
452,cleethorpes,53.5605,-0.0323,52.12,66,100,19.55,GB,1635044295
453,karaidel,55.8337,56.9069,41.81,94,100,6.62,RU,1635044295
454,merrill,45.1805,-89.6835,37.58,84,90,0.0,US,1635044295
455,lamu,-2.2717,40.902,76.28,83,70,5.35,KE,1635044296
456,mount gambier,-37.8333,140.7667,57.11,58,90,12.66,AU,1635044180
457,cardinal,44.7834,-75.3826,42.28,100,1,0.0,CA,1635044079
458,beloha,-25.1667,45.05,68.63,78,0,3.09,MG,1635043798
459,mirabad,30.4362,61.8383,57.16,29,0,9.95,AF,1635043808
460,flinders,-34.5833,150.8552,74.8,54,31,12.84,AU,1635043761
461,sechura,-5.5569,-80.8222,65.75,78,97,13.6,PE,1635044296
462,abnub,27.2696,31.1511,61.02,64,0,9.8,EG,1635044297
463,pochutla,15.7432,-96.4661,76.82,89,64,3.44,MX,1635044297
464,zyryanka,65.75,150.85,2.46,74,7,10.4,RU,1635043843
465,neyvo-shaytanskiy,57.7286,61.2496,37.47,93,28,7.27,RU,1635044297
466,dandong,40.1292,124.3947,56.59,56,0,5.1,CN,1635044298
467,shelby,35.2001,-89.8668,69.98,74,1,1.99,US,1635044298
468,neuquen,-38.9516,-68.0591,60.69,31,0,6.91,AR,1635044298
469,malartic,48.1335,-78.1328,39.31,90,78,4.68,CA,1635044197
470,novaya igirma,57.1334,103.9112,36.68,81,100,12.24,RU,1635044299
471,eyl,7.9803,49.8164,76.73,78,7,6.91,SO,1635043753
472,liverpool,53.4106,-2.9779,54.14,77,75,8.99,GB,1635043953
473,norden,53.6,7.2,48.18,83,100,1.99,DE,1635044299
474,tyup,42.7276,78.3648,36.14,51,1,0.51,KG,1635044299
475,emerald,-23.5333,148.1667,89.74,43,94,8.05,AU,1635044300
476,poso,-1.3959,120.7524,87.06,61,21,5.06,ID,1635044300
477,itaituba,-4.2761,-55.9836,75.58,94,99,2.68,BR,1635044300
478,teahupoo,-17.8333,-149.2667,75.16,85,100,17.16,PF,1635044300
479,ilulissat,69.2167,-51.1,23.02,74,90,14.97,GL,1635043774
480,wuda,39.4994,106.7117,54.21,33,4,3.56,CN,1635044301
481,aden,12.7794,45.0367,82.81,70,10,9.28,YE,1635043780
